# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single LED (low energy detector) count.
#
# tus -- time of the count, microsecond
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# add -- address of the count within the DAU (each DAU has 32 addresses: [0:31])
# chn -- channel of the count for each address (each address has 128 channels: [0:127])
# mlh -- "multihit" flag of the count, meaning how many simultaneous counts were detected: [0:3]
#         0 --> a single count
#         1 --> 2 counts
#         2 --> 3 counts
#         3 --> 4+ counts
#
#
#
#     tus      erg   dau  add    chn   mlh
#
  689986    1023    1     7    127    2 
  689987     315    3    12    100    0 
  689989     154    1     6    115    1 
  690051     905    0    14     23    0 
  690052     465    2     6     58    0 
  690052     852    0     7     17    0 
  690869     399    1    17    125    0 
  692001     855    3    13     86    0 
  692056     399    1    15    102    0 
  692153     906    2    31    122    0 
  692153     907    2    15     29    2 
  692153     864    2    23     31    1 
  692154     198    2     7    106    0 
  692527     866    0    23     76    0 
  692565     308    0    27     98    0 
  692890     901    2    25     47    0 
  692934     262    2    22      4    0 
  693118     640    0    19     38    1 
  693838     530    3     3     80    0 
  694023     408    0    28     63    0 
  694270     901    2     9     47    0 
  694631     864    0     3     29    0 
  695077     361    1    23     94    0 
  695523     524    1     3     72    0 
  695540     808    0    21     78    0 
  695540     523    1    13     67    0 
  695540     347    3    29     37    0 
  695540     265    1    31     27    0 
  695725     857    0    28     27    1 
  695770     376    0    25     48    0 
  695770     576    3     7    102    0 
  696004     257    2     5     17    0 
  696167     873    3    23     41    0 
  696272     215    0     9     94    1 
  696693    1023    2    25    119    1 
  697274     878    3    22     61    0 
  697564     309    2     4     40    0 
  697709     620    2    19     96    0 
  698542     203    0    18     77    0 
  698674     249    2    14     72    0 
  699064     392    0    10     91    0 
  699064     451    2    17     27    0 
  699303     882    2    23    122    0 
  699353     477    2    28     10    1 
  699433     855    0    21      0    0 
  699433     872    1    28     63    0 
  699433     278    3     6    126    0 
  699433     219    0    14     59    0 
  699433     871    1    12     80    0 
  699433     999    3    15     79    1 
  699475     163    0     5    104    0 
  699698     783    1    23     73    0 
  699754     862    3    20    103    0 
  700177     402    2    17     38    0 
  700487     244    0     9     29    0 
  700702     470    1    31     34    0 
  700829     501    1    25     82    0 
  701393     173    2    17     12    0 
  701526     486    2    14     29    0 
  701719     817    1    21     99    0 
  701882     833    1     9    117    0 
  701920     858    3    26     52    0 
  701920     327    2    11    104    0 
  701920    1023    2     7    127    3 
  701920     271    3    18    112    0 
  702465     848    0     0    125    0 
  702551     670    2    15    118    0 
  702643     290    3    21     74    0 
  702827    1014    2    15    127    1 
  703354     908    2    16     46    0 
  703354     865    3    15     54    0 
  703354     366    2     6    126    0 
  703354     383    2    12     22    0 
  703641     665    0     5     58    0 
  704002     870    3    23     42    0 
  704374     924    1    23     98    0 
  704869     380    1    24     41    0 
  704870     260    0    31     73    0 
  705046     213    2     4     84    0 
  705418     898    2    22     68    0 
  705720     898    2    22     56    0 
  705975     350    2    31     56    0 
  706251     322    1     1     20    0 
  707209     891    2     8    108    0 
  707273     366    2    15    104    0 
  707391     992    0     9    111    2 
  707392     876    0    26     61    0 
  707392     155    0     0     17    0 
  707421     883    0    30    121    0 
  707425     755    1    16     36    0 
  707549    1023    2    17    121    1 
  707727    1023    3    21    123    1 
  707920     194    2     4     23    0 
  708165     884    0    30     33    0 
  708165     257    1    23     54    0 
  708433     396    2     5     93    0 
  708731     204    1    27     24    0 
  709210     866    1    30    127    1 
  709210     253    1     7     37    0 
  709210     500    1    10     24    0 
  709210    1023    1    23    119    2 
  709579     877    3    31    106    0 
  709826     482    3    10    106    0 
  710076     849    0     6     71    0 
  710451     838    2    15    127    1 
  710495     164    3    21    102    0 
  710759     895    2    20    104    0 
  710759     636    2     8    118    0 
  710817     181    0     4     19    0 
  711007     423    3     9    120    0 
  711216     575    1    16     13    0 
  711738     774    0    24    123    0 
  712270     178    3    21    112    0 
  712375     660    2    26     44    0 
  712386     861    0    18    119    0 
  712387     388    3    29     22    0 
  712401     943    3     1     63    1 
  712406     170    3     0     30    0 
  712711     895    0    13     13    0 
  712943     894    2    26      0    0 
  713451     460    2    10     52    0 
  713723     156    1     8    111    0 
  713987     313    3     3    100    0 
  714547     907    2    31    117    0 
  714575     781    2     2     55    0 
  714608     623    3    21     47    1 
  714608     625    0     2     34    0 
  714667     478    1    10     43    0 
  714727     913    0    15    122    0 
  714796     314    2    21     64    0 
  714920    1023    2    25    111    1 
  714920     678    0     4     46    1 
  714920    1023    0    13    127    2 
  714920    1010    0    19     90    1 
  714925     176    2    24     11    1 
  714925     154    0     4     42    0 
  715452     602    1    13     43    0 
  715793     560    0    14     21    0 
  717025     893    2     5      1    0 
  717127     876    0    26     43    0 
  717169     399    2    14     20    0 
  717199     303    2    11     58    0 
  717683     758    3     0    113    0 
  717777     171    3    10     80    0 
  718293     884    0     8     32    0 
  718693     873    1    14     69    0 
  718849     830    0    15     95    0 
  718877     338    2    26    124    0 
  718972     492    2    13     36    0 
  719224     299    2    25     41    0 
  719262     797    0     6     84    0 
  719741     930    1     6     54    0 
  720116     269    3    14     24    0 
  720898     374    3     5     87    0 
  721201     774    3     2     84    0 
  721206     151    3     2     79    0 
  721214     173    0    13    114    0 
  721238     333    0    13     36    0 
  721739     691    3    18     81    0 
  721974     182    2    26     71    0 
  722632     202    1    31     10    0 
  723209     184    3     6    108    0 
  723444     891    0    25     85    0 
  723858     398    2     9    106    0 
  724057     300    1    18     15    0 
  724689    1023    1    21    127    3 
  724690    1023    1     3    127    1 
  724690     523    0    25      2    0 
  724690     183    0     4     93    0 
  724690     357    1    14     27    0 
  724690    1008    1    31    127    3 
  724691     170    3     4     48    0 
  725111     871    3    16     23    0 
  725111    1021    1    13    125    1 
  725742     880    1     9     73    1 
  725742     871    1    24     79    1 
  725742    1006    3    27     43    2 
  725743     532    2    31     41    0 
  725743     374    3     4     95    0 
  726038     994    0     7     45    1 
  726168     289    0     9     14    0 
  726893     911    2    29    120    0 
  727202     201    0     8    109    0 
  727301     893    2     8      2    0 
  727611     452    3    23     64    0 
  727864     197    0     2     30    0 
  727905     876    1    14     68    0 
  727905     494    1    21     36    0 
  727908     872    1    14     78    1 
  727912     333    1    14     66    0 
  727914     875    3    17     37    0 
  727917     159    1    14     76    0 
  728118     184    2    27     45    0 
  728353     519    2    31      1    0 
  729405     890    0    11     86    0 
  730256     184    3    13     53    0 
  730377     164    1    25     19    0 
  730911     875    3    27     27    0 
  730912     581    0     9     87    0 
  731160     438    1    17    100    0 
  731312     878    3    22     36    0 
  731421     279    2     2     66    0 
  731754     194    1    14     81    0 
  731865     876    0    26     31    0 
  731865     827    1     1    108    0 
  731865    1010    0    19    127    1 
  732100     847    0     0     52    0 
  732100     899    2    25    123    1 
  732101     888    0    13     28    0 
  732101     797    2    18     53    0 
  732743     994    0     5     86    1 
  732748     162    0     4     53    0 
  733167     467    1    17     72    0 
  733180     662    1    26     42    0 
  733180     994    0     7    126    3 
  733459     472    3    18     39    0 
  733464     540    2     1     19    0 
  733481     298    3    29    100    0 
  733956     286    1    27    118    0 
  734068     539    2    25     89    0 
  734200     691    3     8     98    0 
  734353     713    0    10     35    0 
  735055     245    1    13     16    0 
  735106     907    2    31     17    0 
  735453     182    0    27    120    0 
  735821    1023    1    23    121    1 
  735821    1021    1    15    125    1 
  735821     866    1    29    126    1 
  735826     293    1    23    125    1 
  737065     789    1    16     85    0 
  737065     679    1     9     55    0 
  737065     226    1    25    112    0 
  737558     432    3     6      3    0 
  737815     883    2    19     41    0 
  738148     317    3    25     26    0 
  738555     242    3    26     69    0 
  739258     915    1    21     19    0 
  739258     756    3     8     41    0 
  739258     338    1    29     82    0 
  739597     811    3    15     42    0 
  740975    1014    2    11    127    1 
  741304     864    3    24     44    0 
  742021     219    1    23     20    0 
  742774     285    2    28    111    0 
  743092     569    2    18    119    0 
  743212     326    2    20     37    0 
  743601     629    2    28     82    0 
  743625     560    2     4     14    0 
  743772     243    0    14     41    0 
  744451     858    3    26     18    0 
  744451     687    2    13     82    0 
  744626     488    0    27     84    0 
  744702     575    2    31    119    0 
  745094     310    2     4     88    0 
  745424     207    3    29     49    0 
  745596     522    2     3    104    0 
  746012     384    1     4     89    0 
  746434     875    3    17     41    0 
  746592     243    3    13    125    0 
  746633     895    2    12     58    0 
  746786     896    2    12     71    0 
  746804     873    0     1     58    0 
  747102    1023    2    31     63    2 
  747914     890    2    28    116    0 
  748231     435    3    20     19    0 
  748292     999    3    15    127    2 
  748292     561    3    19     79    0 
  748297     273    3    15     30    1 
  748344     459    1    18     54    0 
  748375     888    1    15      7    0 
  748996     906    2     5     28    0 
  749996     273    0    20     48    0 
  750049     865    3    11     87    0 
  750674     314    2     0     17    0 
  750674    1008    1    28    126    1 
  750674     600    3    25     62    1 
  751005     397    1    12    116    0 
  751392     215    1    29    118    0 
  751491     275    2     9     33    0 
  751528     758    0     5     61    0 
  751603     876    3    31     68    0 
  751603     347    0    15    105    0 
  751603     685    1    23     55    0 
  751603    1010    0    23    127    3 
  751603     236    1    31     83    0 
  751603     274    0    28    102    0 
  751604     176    2    15     10    0 
  751606     201    0    19     63    2 
  751667     558    2     4     15    0 
  751818     305    1    16    112    0 
  751851    1023    2    23     95    3 
  751851    1014    2    15    127    1 
  751852     164    2     1     36    0 
  751856     409    2    15    126    2 
  751857     156    2    22     28    0 
  752242     943    3     5    127    3 
  752246     811    3     5    111    1 
  752247     305    1    16     39    0 
  752819     163    0    10     97    0 
  753005     353    3     4     76    0 
  753086     176    3     9     89    0 
  753531     909    1    16      2    0 
  753951     218    0    17    125    0 
  754093    1023    1     3    127    3 
  754094     524    0    27     18    0 
  754094     563    1     8     15    0 
  754094     418    3    24     48    0 
  754094     367    0     5    103    0 
  754507     850    3    23     63    1 
  755039     868    3    10     98    0 
  755040     640    3     7     63    1 
  755434     852    3    12     98    0 
  755638     356    2     5    112    0 
  755638     417    3     7     31    0 
  756052     855    3    14     72    0 
  757272     544    0    31     79    0 
  757273     168    3    29    113    0 
  757384    1023    1    19     46    1 
  757385     402    3    16     83    0 
  757595     575    1     2     38    0 
  757803    1023    3    23    125    1 
  758006     258    3    30      6    0 
  758338     490    1     0     78    0 
  759937     548    3    26     71    0 
  760203     874    3    27     70    0 
  760262     453    2    14     42    0 
  760665     854    0     2     73    0 
  760665     480    2    28     75    0 
  760665     880    2    23     47    0 
  760702     888    0    29     10    0 
  760702     895    2    12     45    0 
  760702     464    3    12    123    0 
  760705     192    0    29    123    1 
  761024     181    1    15     44    0 
  761179     879    1    12     47    0 
  761251     937    1     5      2    0 
  761562     412    0    18     61    0 
  761562     307    1    31     86    0 
  762189     554    0    26    124    0 
  762280     203    0     7     31    0 
  762450     875    3    17     75    0 
  762616     397    3    28     35    0 
  762616     275    3    20    108    0 
  762720     875    0    28     37    0 
  763070     496    2     8    100    0 
  763404     878    3    16     98    0 
  763960     936    1     2     90    0 
  763960     904    2    24     92    0 
  763960     732    0    18     47    0 
  764338     881    3    19     35    0 
  764570     166    1    16     78    0 
  764764     161    3    20     35    0 
  764983     547    0    27    125    0 
  765413     511    3    13     70    0 
  765584     385    1    19     85    0 
  766347     865    3     8     98    0 
  766348     784    3    24     22    0 
  766599     201    2    14     37    0 
  766840     183    3    21     93    0 
  766912     390    0    23     27    1 
  766991     296    3    23     15    0 
  767104     452    3    31     34    0 
  767318     727    1    14     31    0 
  767612     287    3     1     33    0 
  767612     444    1    18     54    0 
  767612     348    1    10     88    0 
  767612    1008    1    27    125    2 
  767928     300    2    27      2    0 
  768028     509    2    19     75    0 
  768327     213    2    28     15    0 
  769062     898    0     9    121    0 
  769168     310    1    20     54    0 
  769897     746    2     2     49    0 
  770354     515    0    19     30    0 
  770381     884    2    19     24    0 
  771192     180    3    13     13    0 
  771371    1021    1    13    123    1 
  771377     153    1    13      4    0 
  771762     902    2     0     60    0 
  771762    1021    1    15     94    1 
  771762     610    3    30    103    1 
  771920     324    1     9     97    0 
  771953    1014    2    15    126    2 
  771953     925    2    22    119    1 
  771969     181    1    31    111    0 
  772022     519    2    23     74    0 
  772170     506    2     5     98    0 
  772674    1023    2    27    127    2 
  772674     994    0     3    127    3 
  772675     250    1     8    110    0 
  772675     662    0    11    114    1 
  772676     203    2    11     47    0 
  773053     428    3     7     31    0 
  773389     274    0    16     92    0 
  773491     999    3     9    127    2 
  773612     362    3    13     46    0 
  773628     875    3    27    101    0 
  773699     523    1    31     34    0 
  774204     264    3    24     94    0 
  774239     578    3     0     95    0 
  774272     526    1    20     33    0 
  774386     856    0    21    101    0 
  774386    1022    0    31    127    2 
  774627     536    0    29     48    0 
  775028     238    3     8     36    0 
  775575     874    1    14     42    0 
  775763     899    2    25     49    0 
  776206     871    3    17     53    0 
  776209     373    0    27     95    0 
  776730     176    0    20     27    0 
  777240     753    1    12     70    0 
  777240     880    0    29     47    1 
  777240     867    1    29     93    0 
  777964     758    3     5      4    0 
  778081     871    1    28    111    2 
  778321     875    1    27     48    0 
  778645     296    2    20    124    0 
  778777     723    3     7      7    0 
  778797     615    0    24     38    0 
  778904     855    0     2     66    0 
  779044     882    0    27     82    0 
  779223     366    2    30     22    0 
  779253     253    2     1     35    0 
  779931     938    2    27    127    1 
  780089     598    3     9    102    0 
  780683     270    0    19     73    0 
  782206     238    1     9     20    0 
  782826    1023    0    14    123    1 
  783643     886    1    11    123    0 
  783745     869    3    21    110    0 
  784227     259    0    26    119    0 
  784388     553    0     9     77    0 
  784388     736    1     7    117    1 
  784388     263    0     4     38    0 
  784388     375    1     9     30    0 
  784388     877    0    26     29    0 
  784459     179    3     9      1    0 
  784745     890    1    16     81    0 
  784919     868    3    20     22    0 
  785085     766    0    23     15    0 
  785436     373    0    26     91    0 
  785436    1023    1     5     61    1 
  785436     507    0    11     43    1 
  785577     183    2     5    117    0 
  785671     337    3    13     24    0 
  786073     897    2    26     43    0 
  786168     337    3    30     50    0 
  786306     186    3    26     55    0 
  786488     885    0     8     81    0 
  786583     307    3    15    114    0 
  786656     903    2     7     38    0 
  786656     909    2    31     49    0 
  786754     882    3    29     81    0 
  786755     233    2     6      8    0 
  787441     248    1     5     70    0 
  787670     910    0    15    102    0 
  787703     651    0    28     53    0 
  787703     889    2    20      0    0 
  788369     893    2    30    120    0 
  788605     202    0    19     51    0 
  788843     325    0     0     27    0 
  788865     169    0    16     68    0 
  789144     348    0    17     14    0 
  789305     285    3    15    125    0 
  789326    1006    3    31    125    1 
  789326    1023    0    15     11    1 
  789326    1010    0    23    127    1 
  789326    1022    0    31    127    1 
  789327    1021    1    15    123    2 
  789327     890    2     8     92    0 
  789327    1023    1     7     90    2 
  789329     897    2    27     85    0 
  789331     166    0    11     20    0 
  789336     887    0    31     97    0 
  789592     177    0    14    124    0 
  789599     176    2    27     66    0 
  789735     918    1    22    101    0 
  789735     587    0    22     92    0 
  789735     326    0     7     37    0 
  789736     342    0    31      8    0 
  789971     730    3    31     63    1 
  789995     459    1     1     41    0 
  789995     876    3    16     36    0 
  789995     738    3     1     59    1 
  789995    1021    1    11    127    2 
  789995     999    3    10    127    1 
  789995    1023    1    17    123    1 
  789996     305    0    30     78    0 
  789996     466    1    28    109    1 
  789996     539    3    26     35    0 
  790447     236    0    20     54    0 
  790650     853    3    14    108    0 
  790650    1023    3    23    127    1 
  791294     501    3    17     35    0 
  791922     465    1     7     85    1 
  791977     261    3    12    124    0 
  792048     587    1     1    121    0 
  792411     855    0    21     78    0 
  792411     994    0     7    111    2 
  792411    1023    0    15    127    2 
  792413     237    0    19     47    0 
  792416     164    0    21    105    0 
  792456     885    3    30     19    0 
  793064     740    3     1     65    0 
  793800     584    3     3      8    0 
  793980     876    0    26    112    0 
  794403     434    3    13     96    0 
  794991     793    1     3     19    0 
  795262     358    1    26     46    0 
  795263     298    1    17     45    0 
  795315     863    1    31     39    0 
  795717     347    2     5     11    0 
  796148     904    2    24     25    0 
  796148     860    0     1     57    0 
  796148     841    2     8     47    0 
  796217     255    2    30     84    0 
  797115     808    0    18    121    0 
  797358     197    1     6     85    0 
  797498     733    2     4     30    0 
  797515     598    2    25     90    0 
  798173     994    0     3    126    1 
  798491     901    2     9     60    0 
  798528     440    1    21     90    0 
  798576     844    0     5      8    0 
  798576     603    2    26     29    0 
  798576    1023    0    13     95    1 
  798576     341    0    23    103    0 
  798577     267    2    18     94    0 
  798577     791    0    29     61    1 
  798801     298    2     3     22    0 
  799036     754    3     0     19    0 
  799057     189    0    12     19    0 
  799978     847    0     5     38    0 
  800182     877    2    23     72    0 
  800342     910    2    15     12    0 
  800979     561    2    12     53    0 
  801201     271    1    17     18    0 
  801207     830    3    31     53    1 
  801286     334    0    21     95    0 
  801286     398    0     6     38    0 
  801526     468    1    28     97    0 
  801839     218    2    12     12    0 
  802861     612    2    20     88    0 
  802950     767    3    19     36    0 
  803247     181    0    18     76    0 
  803303     455    0    25     79    0 
  803643     201    2     8     67    0 
  803951     151    3    24     17    0 
  804097     263    2    13     50    0 
  804483     513    2     1     29    0 
  804887    1023    2    29    125    1 
  804888     904    2    13     55    0 
  804955     366    2    30     70    0 
  805085     186    1    30     19    0 
  805334     284    1    17     86    0 
  806190    1008    1    25    127    3 
  806191     458    1     5     10    0 
  806191     532    3    13     95    0 
  806191     258    1    21    103    0 
  806191     943    3     7    125    2 
  806196     153    1    25      3    0 
  806571     228    1     5     40    0 
  807030     869    3    25    106    0 
  807047     888    0    29    124    0 
  807231     854    0    17    105    0 
  807231     867    3     9     58    0 
  807231    1023    2     7    126    1 
  807231     888    0    25     54    0 
  807232     473    1     1     57    0 
  807900     865    1    31     14    0 
  807900     464    2    14      4    0 
  807900    1023    0    14    127    2 
  807900    1006    3    27     95    1 
  807900     901    2     0     97    0 
  807900    1023    1     3    127    3 
  807900    1022    0    31    127    3 
  807900    1021    1    13    127    2 
  807900    1023    1    17     30    1 
  808258     724    0    25     43    0 
  808642     229    2    26     89    0 
  809854     192    2    25     85    0 
  810003     342    0     0    103    0 
  810126     393    3    14     76    0 
  810857     617    3     5     42    0 
  810953     749    3     5     50    0 
  811008    1022    0    31    119    2 
  811054     304    3    26    116    0 
  811433     867    3    15     89    0 
  811753     863    3    11     57    0 
  811811     943    3     7    126    1 
  812015     919    1    16     89    0 
  812015     450    0    28     39    0 
  812015     792    1     9      1    0 
  812464     336    0     8     17    0 
  812686     888    2    28     47    1 
  812901     250    1    24     21    0 
  812937     605    0    17     20    0 
  813839     876    0    26     15    0 
  814126     416    0     6     94    0 
  814243     763    1     1    117    0 
  814362     928    1     5     64    0 
  814420     902    2    10     58    0 
  814576     938    1     5      5    0 
  814576     865    3     9     27    0 
  814576     248    1    14      8    0 
  814576     924    1    23     82    0 
  814576    1008    1    31     97    1 
  814581     768    1    29     98    0 
  814582     316    1    11     27    0 
  814982     305    0    31     96    0 
  814990     863    3    26     87    0 
  814990     388    0     2    108    0 
  814990     311    3     8     21    0 
  814991     226    0    25     99    0 
  815745     409    1    30     86    0 
  815796     483    0    26    124    0 
  815950     373    2    22     47    0 
  816384     883    2    19     63    0 
  816692     316    3    27     24    0 
  817009     912    1    21     34    0 
  817009     342    1    28     14    0 
  817239     638    0     1    126    0 
  817848     409    0    26     54    0 
  817995     350    0    28     31    0 
  818099     225    3    15      9    0 
  818113     591    3    15     36    0 
  818113     308    3    21      1    0 
  818120     470    2    11     13    0 
  818268     890    2    28     24    0 
  818424     742    3     6    115    0 
  819664     405    2    15     86    0 
  820732     888    2    21     90    0 
  821261     804    1    14    101    0 
  821661     892    2     2    109    0 
  821668     933    1     0     82    0 
  821674     934    1     0     60    0 
  821674     382    0    25     27    0 
  821991     403    0    21    118    0 
  822782     443    3    31     69    0 
  822866     253    3    13     62    0 
  823008     845    1    20     66    0 
  823662     864    3    15     63    2 
  823668     157    3    15     24    0 
  824116     231    1     9     96    0 
  824596     183    1     0     39    0 
  824662     428    3    25    108    0 
  824926     175    3    28     67    0 
  824929     252    0    14     81    0 
  825136     354    2     3    108    0 
  825306     848    0     6    126    0 
  825973     608    3    13     85    0 
  826272     655    3     7     92    0 
  826306     224    2    20     17    0 
  826494     918    1    22     82    0 
  826530     248    1     8      1    0 
  826871     873    1    28     56    0 
  827590     346    1    17     38    0 
  827959     641    3    29     91    1 
  827959     436    3    21    122    0 
  827973     178    2    16      3    0 
  827978     881    3    19      2    0 
  827978     274    0    27     70    0 
  827978    1021    1    12     95    2 
  827978     943    3     5    127    3 
  827978    1023    1     7    125    3 
  827978     999    3    11    127    2 
  827978    1023    1    23    127    3 
  827978    1008    1    27    126    3 
  827983     179    3     0     38    0 
  827983     152    1    25     20    0 
  828034     855    0    21     68    0 
  828351     223    0     5     38    0 
  828894     854    0    21    112    0 
  828975     665    1     1     14    0 
  829305     246    0     0     24    0 
  829326     307    1    23     99    0 
  830082     867    3    23     63    1 
  830109    1008    1    27    119    1 
  831855     361    2    26     36    0 
  831974     742    0    12     23    0 
  832425     893    2     8     21    0 
  832500     902    2     0     49    0 
  833221     614    2    31     52    0 
  833222     198    3     0    104    0 
  833364     860    3    26    127    1 
  833437     882    1    13    127    1 
  833437    1010    0    23    127    2 
  833437     887    2    21     23    0 
  833437     312    3    20     38    0 
  833437     917    0     3     78    1 
  833437    1023    2     3    127    2 
  833437    1014    2    11    111    2 
  833437    1023    0    12     94    1 
  833437     544    2    25     85    0 
  833437    1022    0    31    127    1 
  833442     153    0    18    100    0 
  833442     283    0    31    124    1 
  833446     902    0    12     96    0 
  833761     253    0    18     72    0 
  834174     199    2    22     71    0 
  834271     883    0    28     52    0 
  834271     927    1     6     52    0 
  834271    1010    0    21    111    1 
  835951     832    2    10     80    0 
  836376     510    3    23     53    0 
  836379     537    1    16     71    0 
  836922     444    2    16     46    0 
  837901     845    0    19     26    0 
  837946     878    3    27    126    1 
  838278    1023    3    19    127    3 
  838279     285    3    30     40    0 
  838286     877    3    17     67    0 
  838576     347    3    10     33    0 
  839142     240    0    16    120    0 
  839227     607    2     3     51    0 
  839472     461    1    14     53    0 
  839590     530    2    21    111    1 
  839876     163    1     4     93    0 
  840170     419    2     5    116    0 
  840173     915    1    22     19    0 
  840198     869    1    24     42    0 
  840961     880    1    10     47    0 
  841169     888    2    20     93    0 
  841439     533    0     2     39    0 
  841439     882    1     4     14    0 
  841794     890    0    13      8    0 
  841974     866    3    15     36    0 
  841979     153    3    15     34    0 
  842727     163    3     7     99    0 
  842877     471    0     1     69    0 
  843193     914    1     1     75    0 
  843378     630    0     9     47    1 
  843596     462    1    10    114    0 
  843756     337    2    18      3    0 
  843870     844    3    12     78    1 
  844773     476    1    18     96    0 
  844773    1023    2     7    119    2 
  844982     681    2    12     11    0 
  845110     888    2    21     55    0 
  845111     426    2    26    110    0 
  845427     338    1    19     43    0 
  845529     421    1     1     53    0 
  845998     904    2    24     23    0 
  846003     156    2    24     21    0 
  846463     268    3     9     27    0 
  846555     263    2     0     36    0 
  846572     371    3    24     39    0 
  846896     285    3    10     13    0 
  847018     873    1    24     45    0 
  847018     765    0    28      3    0 
  847018     999    3    11    127    2 
  847018     598    1     5      3    0 
  847018     943    3     3    127    3 
  847018    1023    3    19    119    2 
  847018    1006    3    27     95    1 
  847021     837    3     7    122    1 
  847748     866    3     9     42    0 
  848288     323    1    28     76    0 
  848295     522    3    30    112    0 
  848295     220    0     3    106    0 
  848319     917    1    16    126    1 
  848319     878    1     8     63    1 
  848319    1008    1    25    127    3 
  848442     177    0    17    110    0 
  848813     679    3     9     22    0 
  849359     853    0    21     89    0 
  849360     233    0    10     48    0 
  849392     386    3    18     99    0 
  849462     270    3    10     53    0 
  850674     228    1    27      2    0 
  851222    1023    1    23    125    2 
  851223     886    0    28     40    0 
  851223     868    1    29     97    0 
  851223     867    1    13    121    0 
  851684     900    2     5     46    1 
  851728     401    1    12     24    0 
  851728     662    3    15     41    0 
  851846     875    1    27     66    0 
  851846     687    1    20     43    0 
  851898     227    1     1     68    0 
  851982     598    2     8     76    0 
  852276     152    1    26     95    0 
  852338     630    3    18     37    0 
  852469     865    3    24     26    0 
  852469     723    3     7     79    1 
  852488    1021    1    13    111    1 
  852497     881    1    12    110    0 
  852684     804    0     1     33    0 
  852684     915    1    21     32    0 
  852684     849    2    28      6    0 
  852684     369    3    16     69    0 
  852684    1023    0    13    115    1 
  852684    1023    1     7    125    3 
  852684     901    2     0     45    0 
  852684    1010    0    23     39    3 
  852684    1021    1    15    127    1 
  852684     410    2     8    118    0 
  852684    1022    0    29    127    2 
  852686     360    1    28     11    0 
  852689     170    0    21      2    0 
  852689     283    1    15     63    1 
  852810     844    0     1     62    0 
  852951     876    3    17     73    0 
  853058    1023    2    31     43    1 
  853059     350    0    17      1    0 
  853193     327    0    28     29    0 
  853326    1023    2     3    111    2 
  853327     369    0    18     17    0 
  853327     267    2    13     59    0 
  853327     457    2    29    123    0 
  853446    1022    0    25    111    1 
  853722     420    1     5     56    0 
  854089     458    0    27     21    0 
  854564     894    2    20     66    0 
  855043     884    1    15     89    0 
  855490     164    0    13     92    0 
  855492     159    3    23     96    0 
  856043     216    0    17    118    0 
  856517     578    3    16     47    0 
  856615     450    3    20     81    0 
  857049     914    0    15     25    0 
  857049     887    1    15    110    0 
  857049     890    2    28    119    0 
  857049     852    0     7     87    1 
  857049     728    1     7     54    1 
  857050    1023    1    23    127    1 
  857095     809    2    19     63    2 
  857109     382    3    13     23    0 
  857271     523    0    11      5    0 
  857653     865    3    15    115    0 
  857653     494    3    20    105    0 
  857816     902    2     0     98    0 
  857935     261    2     8     51    0 
  858060     252    0    25     74    0 
  858747     456    3    28     37    0 
  859307     881    0    24     91    1 
  859319     886    0    24     91    0 
  859478     866    0    23     38    0 
  859478    1023    2     5    123    1 
  859478     394    0    14    127    0 
  859483     173    2     4      7    0 
  859549     880    1    15     48    0 
  860006     405    1     5     88    0 
  860090     847    0     6     82    0 
  860302     884    2    19     44    0 
  860312     886    2    19     44    0 
  860446     164    2     9    110    0 
  860537     802    2    10     33    0 
  860537     206    1    15     17    0 
  860638     882    1    13    120    0 
  860673     902    2    25     81    0 
  860673     256    3    21    103    0 
  860864     901    2    11     92    0 
  860968     273    0     9     96    0 
  861157     205    2    26    115    0 
  861493     445    2    21     65    0 
  861493     486    3    21    127    0 
  861783     877    3    22     49    0 
  861838     191    2     9     33    0 
  862004     568    2     2    102    0 
  862191     184    3     5     31    0 
  862229     901    2    24    127    0 
  862276     926    1    17    118    0 
  862277     160    0    27     54    0 
  862460     394    2    22     37    0 
  862673     770    3     4     10    0 
  862945     360    1     3     94    0 
  863771     229    3    27      5    0 
  864320     209    0     9     57    0 
  864934     464    0    13     54    0 
  865159     570    2     0     76    0 
  865232     307    1    28    124    0 
  865387     352    0     1     96    0 
  865751     577    0    16     52    0 
  865752     172    3    25    103    0 
  865860     326    3     5     59    0 
  865883     310    0    25     85    0 
  865958     796    0    23     81    0 
  865981     276    1    11     48    0 
  866142     882    0    27     36    0 
  866681     850    3    19    106    0 
  866986     909    2    31     23    0 
  867123     177    0     2      4    0 
  867140     867    1    26     99    0 
  867653     867    3     8    120    0 
  867963     796    3    12    119    0 
  868142     922    1     7    104    0 
  868143     423    0    30    108    0 
  868309     187    3    11     19    0 
  868438     193    1    16     13    0 
  868561     193    3     0     26    0 
  868813    1006    3    31    126    2 
  868814     635    3    20    103    0 
  868814     661    2    12     79    1 
  868959     241    2    13     92    0 
  869194     827    3    16     97    0 
  869282     161    1    13     54    0 
  869712     491    3     5     29    0 
  871665     886    0     8    112    0 
  871681    1006    3    26    111    1 
  871803     994    0     7    127    2 
  871804     672    0    15    127    1 
  871808     318    0     7    127    1 
  871898     217    0    20     91    0 
  871937     337    0     1     26    0 
  872150     408    0    30     87    0 
  872608     176    0     6     12    0 
  872818     466    0    11     16    0 
