# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single HED count.
#
# tus -- time of the count, microsecond
# ttk -- submicrosecond time of the count, in units of 1/36e6 s (which means 1/36 of a microsecond)
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# det -- detector of the count within the DAU (each DAU has three detectors: 0, 1, 2)
# typ -- type of the count: 0 corresponds to NORMAL event, 1 corresponds to FAST event
#
#
#
#    tus    ttk     erg   dau  det  typ
#
-862957    19    1760    3    0    0 
-862939    23    1978    0    0    0 
-862939    27    1339    2    2    0 
-862939    29      80    2    1    0 
-862937     8     121    2    2    1 
-862712    13    1270    1    2    0 
-862526    15    1621    2    1    0 
-862526    21     204    2    2    0 
-862414    33      29    0    2    0 
-862391    28    1490    0    2    0 
-862391    28    1301    0    0    0 
-862158    11    1274    2    2    0 
-861784    19      32    0    0    0 
-861645    27    1780    3    0    0 
-861284    18    1592    0    0    0 
-861284    21      76    1    2    0 
-861284    22    1122    2    1    0 
-861284    22     183    1    0    0 
-861284    23    1072    2    2    0 
-861021    29     101    3    1    0 
-861021    32      67    3    0    0 
-860592    29    1416    1    2    0 
-860421     8     180    3    1    0 
-859849     0      76    1    0    0 
-859605     8    1502    2    2    0 
-859574    32     251    3    0    0 
-858823    22      28    0    0    0 
-858703    35    1897    0    2    0 
-858641    28      38    1    2    0 
-858641    28      54    2    1    0 
-858641    29     113    2    0    0 
-858044    24      76    0    0    0 
-858044    24      38    2    2    0 
-857929     6    1785    0    0    0 
-857929     6    1737    0    1    0 
-857580     3      40    0    1    0 
-857575     3      27    0    0    0 
-857341    10      86    2    2    0 
-857324    11      19    2    2    0 
-857301    12     276    0    0    0 
-857061    25      57    3    2    0 
-857037     5     124    3    2    0 
-856173     5      17    2    1    0 
-855877     9     170    0    0    0 
-855570     5      19    2    0    0 
-855570     6      41    0    2    0 
-855486    22    1786    2    0    0 
-855486    23    1902    0    2    0 
-855486    23    1832    3    2    0 
-855486    26    1437    1    0    0 
-855486    27     109    2    1    0 
-855486    28      31    1    2    0 
-855349    10    1774    2    2    0 
-855349    13    1348    2    1    0 
-855349    15      22    0    0    0 
-855349    17      33    2    0    0 
-855346    25      75    2    2    1 
-855322    35     266    1    1    0 
-855286    17    1414    3    0    0 
-855126    14    1689    2    0    0 
-855126    19      36    3    2    0 
-854558    17      46    0    0    0 
-853841    28     158    0    0    0 
-853841    29      78    0    1    0 
-853841    30     230    0    2    0 
-853020    18    1201    0    1    0 
-852813    15     486    3    2    0 
-852553    27    1701    1    2    0 
-852553    32     387    1    1    0 
-852233    29      57    2    1    0 
-852181    23      25    0    0    0 
-852181    23      32    1    0    0 
-852171    34     106    0    0    0 
-851381    14      22    2    2    0 
-851381    15     873    2    1    0 
-851033    11     208    1    0    0 
-850852    33    1674    1    0    0 
-850852    33    1816    3    2    0 
-850852    34    1605    1    2    0 
-850851     0    1372    1    1    0 
-850851     1    1327    3    0    0 
-850731    32    1870    0    1    0 
-850730     1     391    0    0    0 
-850589    23     182    2    0    0 
-850589    23      46    0    2    0 
-850589    23      33    2    1    0 
-850589    26      29    0    1    0 
-850408    20     275    0    2    0 
-850378     3     105    2    2    0 
-850011     1      43    3    2    0 
-849966     6      76    1    0    0 
-849966     8     971    1    1    0 
-849863     5    1901    3    0    0 
-849863    10     142    3    1    0 
-849863    11      77    1    1    0 
-849863    12     608    1    2    0 
-848323    29      21    2    2    0 
-847756     2    1592    2    1    0 
-847756     7      54    0    1    0 
-847756     7     179    2    0    0 
-846323    31     175    0    0    0 
-845708    32      19    2    2    0 
-845648     9      53    3    1    0 
-844977    18     108    0    2    0 
-844857     2     189    0    2    0 
-843899    17     117    0    1    0 
-843899    17     248    0    0    0 
-843822    12     264    1    2    0 
-843612    12      69    1    1    0 
-843537    35      75    1    0    0 
-842954    14     680    1    1    0 
-842584    35      54    3    0    0 
-842491     1    1005    0    2    0 
-842374    22     105    3    2    0 
-842357    35    1859    0    2    0 
-842328    33      30    2    2    0 
-842328    35      22    2    1    0 
-841484    12      31    0    2    0 
-841223     1    1773    2    2    0 
-841223     3    1495    2    1    0 
-841223     6     324    0    1    0 
-841223     6      87    0    2    0 
-841069    19     293    3    2    0 
-840668    26    1912    3    2    0 
-840668    32     293    1    0    0 
-840313    35      51    3    1    0 
-840230    32    1727    1    0    0 
-840230    33    1939    0    2    0 
-839709     3      42    3    2    0 
-839663     4      63    1    0    0 
-839663     5      23    2    0    0 
-839366    23    1288    2    0    0 
-839366    24     321    1    0    0 
-839279    25      67    0    0    0 
-839061    35      43    3    2    0 
-838927    32    1845    0    0    0 
-838926     2      56    3    1    0 
-838926     2     267    0    2    0 
-838926     2     201    3    0    0 
-838926     3      44    2    1    0 
-838926     3      51    0    1    0 
-838926     4      40    2    2    0 
-838840    11    1392    3    2    0 
-838840    12     913    3    1    0 
-838840    15      21    2    0    0 
-838572     3    1714    1    2    0 
-838572     9     527    2    2    0 
-837940     7    1469    2    0    0 
-837940     9      38    0    1    0 
-837694    33     388    1    2    0 
-837657    17      38    1    2    0 
-837484     1      31    1    1    0 
-836671    15    1700    1    2    0 
-836648    13    1722    2    0    0 
-836648    18    1177    2    1    0 
-836648    19    1238    3    2    0 
-836648    19     375    1    0    0 
-836648    20      21    0    1    0 
-836194    20     113    0    0    0 
-836194    21      65    1    2    0 
-836162    14      38    1    2    0 
-835859    29      63    0    2    0 
-835859    32      20    2    0    0 
-835833    10      33    3    2    0 
-835490    26    1686    2    1    0 
-835490    26    1938    3    0    0 
-835490    27    1622    3    1    0 
-835438     6      93    3    0    0 
-835345    30      62    2    0    0 
-835253     8    1500    3    0    0 
-834983    26      51    0    1    0 
-834589    26      54    1    0    0 
-834536     4     128    3    2    0 
-834526     2      47    3    1    0 
-834388    22    1519    2    0    0 
-834388    27    1007    3    2    0 
-834365     7     133    3    1    0 
-834365     8     400    2    0    0 
-834315    24      89    1    1    0 
-834213    30    1697    1    0    0 
-834213    35     273    2    1    0 
-834213    35     330    0    2    0 
-834213    35     616    2    2    0 
-834212     0     259    3    2    0 
-834212     1      65    0    0    0 
-833730    23    2132    0    2    0 
-833730    24    1721    1    0    0 
-833730    30     102    1    1    0 
-833540    23    1907    0    2    0 
-833540    24    1651    0    1    0 
-833540    26    1331    1    0    0 
-833540    28     350    1    1    0 
-833210    17      33    1    2    0 
-833207     5    1606    1    1    0 
-833046     5      22    0    1    0 
-833046     9      37    0    0    0 
-832886    17      84    2    1    0 
-832694    24      38    1    2    0 
-832275     5    1660    1    2    0 
-832274    35     178    1    2    1 
-831843    28      72    3    1    0 
-831843    30      60    3    2    0 
-831509    35     112    1    0    0 
-831247    32     104    1    0    0 
-831033    16     227    3    0    0 
-831014    34      33    1    0    0 
-830832    11    1629    0    1    0 
-830832    14      25    0    0    0 
-830832    15     128    0    2    0 
-830572    26     130    3    0    0 
-830557    25     254    3    0    0 
-830557    30      32    3    2    0 
-830437     9      84    0    1    0 
-830365     9     267    1    2    0 
-830365     9      53    2    0    0 
-829472    18      36    0    2    0 
-829156     0      20    2    0    0 
-828925     4      29    2    0    0 
-828748    34     337    0    0    0 
-827957     3    1921    0    2    0 
-827957     8      77    0    1    0 
-827464    25    1477    2    2    0 
-826265    20      81    1    2    0 
-825660    16    1605    2    2    0 
-825660    21     176    0    0    0 
-825660    21     353    0    1    0 
-825523    17     167    1    0    0 
-825523    18     317    0    0    0 
-825523    18     346    2    2    0 
-825121    10     783    0    0    0 
-824632     4      52    0    2    0 
-823916    19     133    0    1    0 
-823916    21     907    1    0    0 
-823916    22      51    0    2    0 
-823723    20      25    0    2    0 
-823689     1    1870    0    0    0 
-823689     7     185    3    1    0 
-823689     8      48    2    2    0 
-823689     8     176    1    0    0 
-823689    10      24    0    2    0 
-823350    23    1305    2    0    0 
-823350    24    1280    3    2    0 
-823334    12     100    2    2    0 
-823101    23      69    3    1    0 
-823101    25      76    1    0    0 
-823030    33     223    2    1    0 
-822854    20      32    2    1    0 
-822652     1     315    3    2    0 
-822575    30      47    3    2    0 
-822572    10    1399    2    0    0 
-822572    12    1289    3    2    0 
-822517    23      23    0    2    0 
-822428    32      35    3    1    0 
-822323    11    1672    0    0    0 
-822323    17      50    0    1    0 
-822119    22    1831    0    1    0 
-822119    29      45    0    2    0 
-822043    34    1775    0    0    0 
-821822    33     138    1    1    0 
-821265    16     132    3    0    0 
-821250    20      18    2    1    0 
-820667     2     148    1    2    0 
-820511    18     107    2    2    0 
-820375    29      57    1    0    0 
-819336    15      34    0    0    0 
-818553    30     206    3    0    0 
-818553    30     246    3    1    0 
-817825    12    1854    0    1    0 
-817799     5     120    0    2    0 
-817473    10      91    0    0    0 
-816732    33    1809    0    0    0 
-816617     8      74    3    1    0 
-816594     8      20    2    2    0 
-816522    34    1902    0    2    0 
-816474    33      92    1    2    0 
-816410    14      38    3    2    0 
-816358     2    2030    0    0    0 
-816358     3    1809    0    1    0 
-816358     9     114    0    2    0 
-816358    10      59    2    2    0 
-816045     7      65    1    0    0 
-815923     0     109    1    0    0 
-815923     1     114    0    1    0 
-815923     1      36    0    0    0 
-815435    11      46    1    2    0 
-814798     5      22    2    1    0 
-814396    32     480    1    2    0 
-814396    33      69    1    0    0 
-813860    35      17    2    1    0 
-813449     6     167    3    0    0 
-812590    21    1689    1    1    0 
-812590    26     237    1    2    0 
-812229     9      51    0    2    0 
-812024    14    1697    0    1    0 
-812024    19     603    0    0    0 
-811767    17     194    3    0    0 
-811521    34     409    3    1    0 
-811458    35    1594    1    0    0 
-811299    13      28    0    1    0 
-811187    33      56    1    1    0 
-811092    10      43    0    2    0 
-810971     3      45    0    0    0 
-810419    31    1709    3    0    0 
-809211     2    1437    0    1    0 
-809104    14      16    2    0    0 
-809037     4    1057    0    0    0 
-809013    33      53    3    2    0 
-808837    24      32    3    2    0 
-808767    32     156    2    0    0 
-808767    32     179    3    1    0 
-808767    33     950    2    1    0 
-808767    34      21    2    2    0 
-808758    12      21    0    1    0 
-808541    13      23    0    2    0 
-808541    13     193    1    2    0 
-808541    14     814    3    0    0 
-808541    15      34    1    1    0 
-808247     2    1558    3    0    0 
-808058    12      55    3    2    0 
-807788    18      52    3    2    0 
-807788    31      93    3    1    0 
-807200     2    1595    3    2    0 
-807200     7     841    2    0    0 
-807168     7    1587    2    0    0 
-806937    35      34    1    2    0 
-806717    16    1813    3    0    0 
-806717    22      17    2    0    0 
-806717    23     938    3    1    0 
-806717    24      54    3    2    0 
-806700     0      28    0    1    0 
-806647    26      26    0    0    0 
-806526    28      76    0    1    0 
-806370    10    1609    2    2    0 
-806370    15     431    2    1    0 
-806295    27      52    1    0    0 
-806157     9      29    2    2    0 
-806150     2      33    3    1    0 
-806100    23    1776    1    1    0 
-806100    23    1854    1    0    0 
-806100    29     110    0    2    0 
-806100    30     716    1    2    0 
-806085     4    1063    1    1    0 
-805763    12      38    0    2    0 
-805696    14    1821    3    0    0 
-805316    24      32    1    2    0 
-805195    29     250    1    2    0 
-804827    10      42    1    0    0 
-804738     5    2328    0    2    0 
-804738    10      42    0    0    0 
-804738    11     256    1    0    0 
-804374     5      93    1    0    0 
-804225    34      73    3    1    0 
-804224     0      25    0    2    0 
-804170    13      81    3    2    0 
-804131    14     264    2    0    0 
-804131    16    1112    0    2    0 
-804047     2      50    0    0    0 
-803980    22     166    3    0    0 
-803756     4     186    0    0    0 
-803477    30      16    2    0    0 
-803089    32      32    3    2    0 
-802877     4    1111    1    1    0 
-802877     4      41    1    2    0 
-802877     5     642    1    0    0 
-802818    14      36    2    1    0 
-802764    19      33    3    0    0 
-802446    16    1690    3    1    0 
